x,y
82,101
83,101
84,101
85,100
86,100
87,100
88,99
89,99
90,100
91,99
92,100
93,100
94,100
95,100
96,100
97,99
98,99
99,98
100,98
101,97
102,97
103,97
104,97
105,97
106,97
107,97
108,96
109,96
110,96
111,95
112,95
113,95
114,95
115,95
116,94
117,93
118,93
119,93
120,93
121,93
122,93
123,93
124,92
125,92
126,91
127,90
128,90
129,89
130,89
131,88
132,87
133,86
134,85
135,85
136,84
137,83
138,83
139,82
140,81
141,80
142,79
143,78
144,77
145,76
146,75
147,74
148,73
149,72
150,71
151,71
152,70
153,67
154,65
155,65
156,64
157,63
158,62
159,61
160,60
161,58
162,56
163,52
164,51
165,49
166,48
167,47
168,47
169,46
170,45
171,43
172,42
173,40
174,38
175,36
176,35
177,34
178,33
179,33
180,35
181,36
182,37
183,38
184,39
185,40
186,41
187,43
188,43
189,45
190,47
191,50
192,51
193,51
194,52
195,52
196,53
197,54
198,56
199,56
200,57
201,58
202,59
203,60
204,61
205,62
206,64
207,64
208,65
209,65
210,65
211,65
212,65
213,66
214,68
215,69
216,70
217,70
218,71
219,72
220,73
221,74
222,75
223,78
224,81
225,82
226,84
227,85
228,86
229,87
230,89
231,90
232,91
233,92
234,93
235,93
236,94
237,94
238,94
239,94
240,95
241,94
242,94
243,94
244,94
245,94
246,94
247,94
248,95
249,95
250,96
251,97
252,97
253,98
254,99
255,100
256,101
257,102
258,102
259,103
260,104
261,104
262,104
263,104
264,104
265,104
266,104
267,104
268,104
269,104
270,104
271,103
272,103
273,103
274,103
275,102
276,102
277,102
278,102
279,102
280,103
281,102
282,103
283,103
284,103
285,103
286,104
287,104
288,104
289,104
290,104
291,104
292,104
293,104
294,104
295,103
296,103
297,103
298,102
299,102
300,102
301,101
302,101
303,101
304,101
305,101
306,101
307,101
308,101
309,101
310,101
311,101
312,100
313,100
314,99
315,98
316,98
317,97
318,97
319,96
320,96
321,96
322,96
323,95
324,95
325,94
326,93
327,93
328,92
329,92
330,92
331,91
332,91
333,90
334,89
335,89
336,88
337,87
338,86
339,84
340,83
341,82
342,81
343,79
344,78
345,78
346,77
347,76
348,74
349,73
350,72
351,71
352,71
353,70
354,69
355,68
356,67
357,65
358,63
359,62
360,60
361,57
362,56
363,55
364,54
365,53
366,52
367,51
368,49
369,48
370,46
371,45
372,44
373,42
374,41
375,39
376,38
377,37
378,35
379,34
380,33
381,32
382,32
383,32
384,32
385,32
386,33
387,34
388,35
389,35
390,35
391,36
392,36
393,36
394,43
395,45
396,45
397,45
398,46
399,47
400,47
401,48
402,49
403,49
404,49
405,49
406,50
407,50
408,52
409,56
410,57
411,58
412,58
413,58
414,58
415,58
416,58
417,58
418,59
419,59
420,58
421,58
422,58
423,58
424,59
425,60
426,61
427,62
428,63
429,64
430,65
431,67
432,68
433,69
434,69
435,71
436,72
437,77
438,78
439,80
440,81
441,82
442,83
443,84
444,84
445,85
446,86
447,86
448,87
449,88
450,88
451,89
452,90
453,91
454,91
455,93
456,93
457,94
458,94
459,94
460,94
461,94
462,94
463,94
464,94
465,95
466,95
467,95
468,95
469,96
470,96
471,97
472,97
473,98
474,98
475,98
476,98
477,98
478,99
479,99
480,99
481,99
482,98
483,98
484,98
485,98
486,98
487,98
488,98
489,98
490,97
491,97
492,98
493,98
494,98
495,99
496,99
497,99
498,100
499,100
500,100
501,100
502,100
503,100
504,100
505,100
506,100
507,100
508,99
509,99
510,99
511,98
512,98
513,98
514,98
515,98
516,98
517,98
518,98
519,98
520,98
521,97
522,97
523,97
524,97
525,96
526,95
527,94
528,94
529,93
530,92
531,92
532,92
533,91
534,91
535,91
536,91
537,90
538,90
539,90
540,89
541,89
542,89
543,88
544,88
545,88
546,86
547,84
548,83
549,83
550,82
551,82
552,82
553,81
554,80
555,80
556,79
557,78
558,76
559,74
560,73
561,72
562,71
563,70
564,69
565,67
566,66
567,64
568,63
569,61
570,60
571,59
572,58
573,57
574,56
575,54
576,53
577,52
578,51
579,51
580,49
581,46
582,45
583,42
584,40
585,39
586,38
587,37
588,34
589,33
590,32
591,31
592,29
593,25
594,24
595,23
596,23
597,24
598,28
599,30
600,31
601,31
602,32
603,34
604,37
605,38
606,39
607,39
608,40
609,41
610,42
611,42
612,42
613,43
614,44
615,45
616,46
617,46
618,47
619,48
620,48
621,49
622,50
623,51
624,53
625,53
626,52
627,51
628,51
629,51
630,53
631,55
632,56
633,57
634,57
635,59
636,61
637,64
638,65
639,66
640,67
641,68
642,69
643,71
644,73
645,75
646,76
647,77
648,78
649,79
650,81
651,82
652,82
653,82
654,83
655,83
656,83
657,83
658,83
659,83
660,83
661,84
662,84
663,84
664,85
665,85
666,85
667,86
668,86
669,87
670,87
671,88
672,89
673,89
674,90
675,91
676,92
677,92
678,93
679,93
680,93
681,93
682,93
683,93
684,93
685,93
686,94
687,93
688,93
689,93
690,93
762,2
763,2
